D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,k_diss_ref,E_diss,K_eq_ref,H_eq,k_diss_metal_ref,E_diss_metal,K_eq_metal_ref,H_eq_metal,Y_flux,Y_permeability,Y_theta
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.1,0.1,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,18333.333333333332,272054400000000.03,26666.666666666668,2.0004000000000004e+16,50000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.609321030381802e-12,5.60485848652033e-18,0.3292580348027676
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.1,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,18333.333333333332,272054400000000.03,26666.666666666668,2.0004000000000004e+16,50000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.6093152141663782e-12,5.604858486520329e-18,0.3292580348027676
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.1,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,25000.0,272054400000000.03,26666.666666666668,2.0004000000000004e+16,50000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.6093152141661666e-12,5.604858486520006e-18,0.3292580348027676
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.1,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,50000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.609315214145779e-12,5.6048584864889115e-18,0.32925803480276766
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.1,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.649585446889284e-12,5.666263982316504e-18,0.3292580348027288
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.03334000000000001,0.33666666666666667,67.0,0.00017333333333333334,5.333333333333334e-10,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.649576615674828e-12,5.666263982316504e-18,0.3292580348027288
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.03334000000000001,0.33666666666666667,67.0,0.00017333333333333334,1e-09,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,35000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.651020307816733e-12,5.6684649320414045e-18,0.3292580348027274
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.03334000000000001,0.33666666666666667,67.0,0.00017333333333333334,1e-09,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,5000.0,4.4875640000000004e-05,100000.0,1e-10,40000.0,3.651020307751621e-12,5.6684649320414045e-18,0.60212792448795
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.005000000000000001,1e-05,10000000.0,0.1,0.03334000000000001,0.03334000000000001,0.33666666666666667,67.0,0.00017333333333333334,1e-09,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,5000.0,4.4875640000000004e-05,80000.0,1e-10,40000.0,3.651020307751541e-12,5.6684649320414045e-18,0.60212792448795
4.285e-11,80000.0,0.0001,50000.0,2.6005200000000004e-17,71000.0,0.1866666666666667,70000.0,0.002,1e-05,10000000.0,0.1,0.03334000000000001,0.03334000000000001,0.33666666666666667,67.0,0.00017333333333333334,1e-09,1.2e+29,25000.0,272054400000000.03,30000.0,2.0004000000000004e+16,40000.0,1e+24,40000.0,2e+23,806.3333333333334,3.1629658000000005e-06,60000.0,3.3333334e-07,5000.0,4.4875640000000004e-05,80000.0,1e-10,40000.0,9.127124287800722e-12,5.668464932041403e-18,0.6021279244761157
